dataset,feature_set,model,raw_model,group_sparse_dimension,group_sparsity,pre_truncation_sparse_dimension,actual_sparse_dimension,pre_truncation_sparsity,actual_sparsity,dense_dimension,p5,p95,p95_over_p5,stats_path
coco,truncated,laion__CLIP-ViT-H-14-laion2B-s32B-b79K_text,topk_16384_laion__CLIP-ViT-H-14-laion2B-s32B-b79K_text_k_32,16384,32,16384,12834,32,23.3533,1024,0.0218466,0.345366,15.8087,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_laion__CLIP-ViT-H-14-laion2B-s32B-b79K_text_k_32/sparse_features_statistics.npz
coco,truncated,meta-llama__Llama-3.2-1B-Instruct_text,topk_16384_meta-llama__Llama-3.2-1B-Instruct_text_k_32,16384,32,16384,13775,32,20.8993,2048,0.0336688,0.286113,8.49786,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_meta-llama__Llama-3.2-1B-Instruct_text_k_32/sparse_features_statistics.npz
coco,truncated,meta-llama__Llama-3.2-3B-Instruct_text,topk_16384_meta-llama__Llama-3.2-3B-Instruct_text_k_32,16384,32,16384,14243,32,21.8468,3072,0.0317138,0.296067,9.33558,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_meta-llama__Llama-3.2-3B-Instruct_text_k_32/sparse_features_statistics.npz
coco,truncated,microsoft__beit-base-patch16-224_img,topk_16384_microsoft__beit-base-patch16-224_img_k_32,16384,32,16384,16331,32,31.9997,768,0.0389659,0.220325,5.65431,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_microsoft__beit-base-patch16-224_img_k_32/sparse_features_statistics.npz
coco,truncated,microsoft__beit-large-patch16-224_img,topk_16384_microsoft__beit-large-patch16-224_img_k_32,16384,32,16384,16348,32,31.9997,1024,0.0373687,0.227565,6.08971,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_microsoft__beit-large-patch16-224_img_k_32/sparse_features_statistics.npz
coco,truncated,nomic-ai__nomic-embed-text-v1.5_text,topk_16384_nomic-ai__nomic-embed-text-v1.5_text_k_32,16384,32,16384,11309,32,24.3564,768,0.018072,0.329122,18.2117,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_nomic-ai__nomic-embed-text-v1.5_text_k_32/sparse_features_statistics.npz
coco,truncated,nomic-ai__nomic-embed-text-v2-moe_text,topk_16384_nomic-ai__nomic-embed-text-v2-moe_text_k_32,16384,32,16384,11172,32,21.4956,768,0.0221846,0.358485,16.1592,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_nomic-ai__nomic-embed-text-v2-moe_text_k_32/sparse_features_statistics.npz
coco,truncated,openai__clip-vit-base-patch32_img,topk_16384_openai__clip-vit-base-patch32_img_k_32,16384,32,16384,13599,32,29.2299,512,0.0395022,0.228092,5.77415,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_openai__clip-vit-base-patch32_img_k_32/sparse_features_statistics.npz
coco,truncated,openai__clip-vit-base-patch32_text,topk_16384_openai__clip-vit-base-patch32_text_k_32,16384,32,16384,13370,32,24.3681,512,0.021659,0.330874,15.2765,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_openai__clip-vit-base-patch32_text_k_32/sparse_features_statistics.npz
coco,truncated,openai__clip-vit-large-patch14_img,topk_16384_openai__clip-vit-large-patch14_img_k_32,16384,32,16384,14855,32,29.8916,768,0.0399646,0.240326,6.01348,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_openai__clip-vit-large-patch14_img_k_32/sparse_features_statistics.npz
coco,truncated,openai__clip-vit-large-patch14_text,topk_16384_openai__clip-vit-large-patch14_text_k_32,16384,32,16384,14012,32,25.1618,768,0.0229268,0.32795,14.3042,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_openai__clip-vit-large-patch14_text_k_32/sparse_features_statistics.npz
coco,truncated,Qwen__Qwen3-1.7B-Base_text,topk_16384_Qwen__Qwen3-1.7B-Base_text_k_32,16384,32,16384,15622,32,22.8823,2048,0.0318452,0.260091,8.16736,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_Qwen__Qwen3-1.7B-Base_text_k_32/sparse_features_statistics.npz
coco,truncated,Qwen__Qwen3-4B-Base_text,topk_16384_Qwen__Qwen3-4B-Base_text_k_32,16384,32,16384,15127,32,22.0672,2560,0.0322912,0.277167,8.58336,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_Qwen__Qwen3-4B-Base_text_k_32/sparse_features_statistics.npz
coco,truncated,BAAI__bge-base-en-v1.5_text,topk_16384_BAAI__bge-base-en-v1.5_text_k_64,16384,64,16384,13425,64,39.0619,768,0.0121456,0.221162,18.2093,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_BAAI__bge-base-en-v1.5_text_k_64/sparse_features_statistics.npz
coco,truncated,BAAI__bge-large-en-v1.5_text,topk_16384_BAAI__bge-large-en-v1.5_text_k_64,16384,64,16384,14080,64,39.7237,1024,0.0124886,0.215718,17.2732,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_BAAI__bge-large-en-v1.5_text_k_64/sparse_features_statistics.npz
coco,truncated,codefuse-ai__F2LLM-1.7B_text,topk_16384_codefuse-ai__F2LLM-1.7B_text_k_64,16384,64,16384,15641,64,49.9899,2048,0.015605,0.238566,15.2877,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_codefuse-ai__F2LLM-1.7B_text_k_64/sparse_features_statistics.npz
coco,truncated,codefuse-ai__F2LLM-4B_text,topk_16384_codefuse-ai__F2LLM-4B_text_k_64,16384,64,16384,15951,64,53.0439,2560,0.0169069,0.233267,13.7971,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_codefuse-ai__F2LLM-4B_text_k_64/sparse_features_statistics.npz
coco,truncated,facebook__dinov2-base_img,topk_16384_facebook__dinov2-base_img_k_64,16384,64,16384,16349,64,62.9265,768,0.0251458,0.183733,7.30671,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_facebook__dinov2-base_img_k_64/sparse_features_statistics.npz
coco,truncated,facebook__dinov2-large_img,topk_16384_facebook__dinov2-large_img_k_64,16384,64,16384,16300,64,63.5154,1024,0.0218632,0.19413,8.87933,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_facebook__dinov2-large_img_k_64/sparse_features_statistics.npz
coco,truncated,facebook__vit-mae-huge_img,topk_16384_facebook__vit-mae-huge_img_k_64,16384,64,16384,16135,64,35.25,1280,0.0186105,0.098865,5.31231,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_facebook__vit-mae-huge_img_k_64/sparse_features_statistics.npz
coco,truncated,facebook__vit-mae-large_img,topk_16384_facebook__vit-mae-large_img_k_64,16384,64,16384,16064,64,31.2159,1024,0.0228066,0.113366,4.97077,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_facebook__vit-mae-large_img_k_64/sparse_features_statistics.npz
coco,truncated,google__gemma-3-1b-it_text,topk_16384_google__gemma-3-1b-it_text_k_64,16384,64,16384,15833,64,37.3536,1152,0.0193333,0.172215,8.9077,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_google__gemma-3-1b-it_text_k_64/sparse_features_statistics.npz
coco,truncated,google__gemma-3-4b-it_text,topk_16384_google__gemma-3-4b-it_text_k_64,16384,64,16384,16197,64,39.3381,2560,0.0190315,0.187962,9.87633,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_google__gemma-3-4b-it_text_k_64/sparse_features_statistics.npz
coco,truncated,google__siglip2-base-patch16-256_img,topk_16384_google__siglip2-base-patch16-256_img_k_64,16384,64,16384,15904,64,45.9007,768,0.0253582,0.180948,7.13568,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_google__siglip2-base-patch16-256_img_k_64/sparse_features_statistics.npz
coco,truncated,google__siglip2-base-patch16-256_text,topk_16384_google__siglip2-base-patch16-256_text_k_64,16384,64,16384,14425,64,38.5662,768,0.0141629,0.238086,16.8106,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_google__siglip2-base-patch16-256_text_k_64/sparse_features_statistics.npz
coco,truncated,google__siglip2-large-patch16-256_img,topk_16384_google__siglip2-large-patch16-256_img_k_64,16384,64,16384,15625,64,46.8745,1024,0.0250484,0.18953,7.56654,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_google__siglip2-large-patch16-256_img_k_64/sparse_features_statistics.npz
coco,truncated,google__siglip2-large-patch16-256_text,topk_16384_google__siglip2-large-patch16-256_text_k_64,16384,64,16384,14830,64,39.2431,1024,0.0154696,0.234929,15.1864,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_google__siglip2-large-patch16-256_text_k_64/sparse_features_statistics.npz
coco,truncated,laion__CLIP-ViT-B-32-laion2B-s34B-b79K_img,topk_16384_laion__CLIP-ViT-B-32-laion2B-s34B-b79K_img_k_64,16384,64,16384,16248,64,45.5031,512,0.0284984,0.166281,5.83476,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_laion__CLIP-ViT-B-32-laion2B-s34B-b79K_img_k_64/sparse_features_statistics.npz
coco,truncated,laion__CLIP-ViT-B-32-laion2B-s34B-b79K_text,topk_16384_laion__CLIP-ViT-B-32-laion2B-s34B-b79K_text_k_64,16384,64,16384,14551,64,37.629,512,0.0121581,0.225188,18.5216,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_laion__CLIP-ViT-B-32-laion2B-s34B-b79K_text_k_64/sparse_features_statistics.npz
coco,truncated,laion__CLIP-ViT-H-14-laion2B-s32B-b79K_img,topk_16384_laion__CLIP-ViT-H-14-laion2B-s32B-b79K_img_k_64,16384,64,16384,15906,64,50.1119,1024,0.0273307,0.175952,6.43791,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_laion__CLIP-ViT-H-14-laion2B-s32B-b79K_img_k_64/sparse_features_statistics.npz
coco,truncated,laion__CLIP-ViT-H-14-laion2B-s32B-b79K_text,topk_16384_laion__CLIP-ViT-H-14-laion2B-s32B-b79K_text_k_64,16384,64,16384,14355,64,39.1114,1024,0.013256,0.231981,17.5001,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_laion__CLIP-ViT-H-14-laion2B-s32B-b79K_text_k_64/sparse_features_statistics.npz
coco,truncated,meta-llama__Llama-3.2-1B-Instruct_text,topk_16384_meta-llama__Llama-3.2-1B-Instruct_text_k_64,16384,64,16384,16062,64,35.0883,2048,0.0195725,0.191495,9.78384,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_meta-llama__Llama-3.2-1B-Instruct_text_k_64/sparse_features_statistics.npz
coco,truncated,meta-llama__Llama-3.2-3B-Instruct_text,topk_16384_meta-llama__Llama-3.2-3B-Instruct_text_k_64,16384,64,16384,16196,64,38.8135,3072,0.0182568,0.196727,10.7755,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_meta-llama__Llama-3.2-3B-Instruct_text_k_64/sparse_features_statistics.npz
coco,truncated,microsoft__beit-base-patch16-224_img,topk_16384_microsoft__beit-base-patch16-224_img_k_64,16384,64,16384,16364,64,63.4912,768,0.0271664,0.155521,5.72477,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_microsoft__beit-base-patch16-224_img_k_64/sparse_features_statistics.npz
coco,truncated,microsoft__beit-large-patch16-224_img,topk_16384_microsoft__beit-large-patch16-224_img_k_64,16384,64,16384,16340,64,63.4034,1024,0.0267062,0.159824,5.98453,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_microsoft__beit-large-patch16-224_img_k_64/sparse_features_statistics.npz
coco,truncated,nomic-ai__nomic-embed-text-v1.5_text,topk_16384_nomic-ai__nomic-embed-text-v1.5_text_k_64,16384,64,16384,11943,64,36.696,768,0.0108978,0.223007,20.4635,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_nomic-ai__nomic-embed-text-v1.5_text_k_64/sparse_features_statistics.npz
coco,truncated,nomic-ai__nomic-embed-text-v2-moe_text,topk_16384_nomic-ai__nomic-embed-text-v2-moe_text_k_64,16384,64,16384,13154,64,33.2992,768,0.0118922,0.256222,21.5455,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_nomic-ai__nomic-embed-text-v2-moe_text_k_64/sparse_features_statistics.npz
coco,truncated,openai__clip-vit-base-patch32_img,topk_16384_openai__clip-vit-base-patch32_img_k_64,16384,64,16384,16206,64,45.7808,512,0.0256195,0.168311,6.56963,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_openai__clip-vit-base-patch32_img_k_64/sparse_features_statistics.npz
coco,truncated,openai__clip-vit-base-patch32_text,topk_16384_openai__clip-vit-base-patch32_text_k_64,16384,64,16384,14997,64,39.2468,512,0.0135262,0.218082,16.1229,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_openai__clip-vit-base-patch32_text_k_64/sparse_features_statistics.npz
coco,truncated,openai__clip-vit-large-patch14_img,topk_16384_openai__clip-vit-large-patch14_img_k_64,16384,64,16384,16190,64,48.8539,768,0.0265251,0.176135,6.64031,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_openai__clip-vit-large-patch14_img_k_64/sparse_features_statistics.npz
coco,truncated,openai__clip-vit-large-patch14_text,topk_16384_openai__clip-vit-large-patch14_text_k_64,16384,64,16384,14616,64,39.6496,768,0.0144087,0.225442,15.6462,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_openai__clip-vit-large-patch14_text_k_64/sparse_features_statistics.npz
coco,truncated,Qwen__Qwen3-1.7B-Base_text,topk_16384_Qwen__Qwen3-1.7B-Base_text_k_64,16384,64,16384,16147,64,39.4121,2048,0.0191057,0.176288,9.22695,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_Qwen__Qwen3-1.7B-Base_text_k_64/sparse_features_statistics.npz
coco,truncated,Qwen__Qwen3-4B-Base_text,topk_16384_Qwen__Qwen3-4B-Base_text_k_64,16384,64,16384,16203,64,37.5736,2560,0.0192802,0.187183,9.70855,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_Qwen__Qwen3-4B-Base_text_k_64/sparse_features_statistics.npz
coco,truncated,BAAI__bge-base-en-v1.5_text,topk_8192_BAAI__bge-base-en-v1.5_text_k_128,8192,128,8192,6576,128,38.0196,768,0.00947677,0.159422,16.8224,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_8192_BAAI__bge-base-en-v1.5_text_k_128/sparse_features_statistics.npz
coco,truncated,BAAI__bge-large-en-v1.5_text,topk_8192_BAAI__bge-large-en-v1.5_text_k_128,8192,128,8192,6692,128,41.4978,1024,0.00952511,0.160723,16.8736,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_8192_BAAI__bge-large-en-v1.5_text_k_128/sparse_features_statistics.npz
coco,truncated,codefuse-ai__F2LLM-1.7B_text,topk_8192_codefuse-ai__F2LLM-1.7B_text_k_128,8192,128,8192,6711,128,62.7875,2048,0.0109136,0.191012,17.5021,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_8192_codefuse-ai__F2LLM-1.7B_text_k_128/sparse_features_statistics.npz
coco,truncated,codefuse-ai__F2LLM-4B_text,topk_8192_codefuse-ai__F2LLM-4B_text_k_128,8192,128,8192,6878,128,69.118,2560,0.0120174,0.190678,15.8667,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_8192_codefuse-ai__F2LLM-4B_text_k_128/sparse_features_statistics.npz
coco,truncated,facebook__dinov2-base_img,topk_8192_facebook__dinov2-base_img_k_128,8192,128,8192,8145,128,121.425,768,0.0167647,0.133462,7.96089,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_8192_facebook__dinov2-base_img_k_128/sparse_features_statistics.npz
coco,truncated,facebook__dinov2-large_img,topk_8192_facebook__dinov2-large_img_k_128,8192,128,8192,8159,128,124.23,1024,0.0141138,0.13977,9.90304,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_8192_facebook__dinov2-large_img_k_128/sparse_features_statistics.npz
coco,truncated,facebook__vit-mae-huge_img,topk_8192_facebook__vit-mae-huge_img_k_128,8192,128,8192,7508,128,44.0751,1280,0.0129893,0.0728865,5.61129,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_8192_facebook__vit-mae-huge_img_k_128/sparse_features_statistics.npz
coco,truncated,facebook__vit-mae-large_img,topk_8192_facebook__vit-mae-large_img_k_128,8192,128,8192,7477,128,34.6883,1024,0.0158122,0.0890399,5.63108,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_8192_facebook__vit-mae-large_img_k_128/sparse_features_statistics.npz
coco,truncated,google__gemma-3-1b-it_text,topk_8192_google__gemma-3-1b-it_text_k_128,8192,128,8192,7139,128,44.1383,1152,0.0131372,0.121057,9.2148,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_8192_google__gemma-3-1b-it_text_k_128/sparse_features_statistics.npz
coco,truncated,google__gemma-3-4b-it_text,topk_8192_google__gemma-3-4b-it_text_k_128,8192,128,8192,7520,128,52.3107,2560,0.0125978,0.129427,10.2738,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_8192_google__gemma-3-4b-it_text_k_128/sparse_features_statistics.npz
coco,truncated,google__siglip2-base-patch16-256_img,topk_8192_google__siglip2-base-patch16-256_img_k_128,8192,128,8192,7596,128,43.5633,768,0.0183,0.147516,8.06099,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_8192_google__siglip2-base-patch16-256_img_k_128/sparse_features_statistics.npz
coco,truncated,google__siglip2-base-patch16-256_text,topk_8192_google__siglip2-base-patch16-256_text_k_128,8192,128,8192,7091,128,45.8065,768,0.0102159,0.175918,17.22,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_8192_google__siglip2-base-patch16-256_text_k_128/sparse_features_statistics.npz
coco,truncated,google__siglip2-large-patch16-256_img,topk_8192_google__siglip2-large-patch16-256_img_k_128,8192,128,8192,7273,128,47.2911,1024,0.0178537,0.157,8.79372,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_8192_google__siglip2-large-patch16-256_img_k_128/sparse_features_statistics.npz
coco,truncated,google__siglip2-large-patch16-256_text,topk_8192_google__siglip2-large-patch16-256_text_k_128,8192,128,8192,6836,128,43.6856,1024,0.0112409,0.184169,16.3838,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_8192_google__siglip2-large-patch16-256_text_k_128/sparse_features_statistics.npz
coco,truncated,laion__CLIP-ViT-B-32-laion2B-s34B-b79K_img,topk_8192_laion__CLIP-ViT-B-32-laion2B-s34B-b79K_img_k_128,8192,128,8192,7631,128,25.4924,512,0.0212935,0.134371,6.31041,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_8192_laion__CLIP-ViT-B-32-laion2B-s34B-b79K_img_k_128/sparse_features_statistics.npz
coco,truncated,laion__CLIP-ViT-B-32-laion2B-s34B-b79K_text,topk_8192_laion__CLIP-ViT-B-32-laion2B-s34B-b79K_text_k_128,8192,128,8192,7226,128,42.4657,512,0.00875272,0.157099,17.9486,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_8192_laion__CLIP-ViT-B-32-laion2B-s34B-b79K_text_k_128/sparse_features_statistics.npz
coco,truncated,laion__CLIP-ViT-H-14-laion2B-s32B-b79K_img,topk_8192_laion__CLIP-ViT-H-14-laion2B-s32B-b79K_img_k_128,8192,128,8192,7525,128,44.24,1024,0.0199689,0.134361,6.72851,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_8192_laion__CLIP-ViT-H-14-laion2B-s32B-b79K_img_k_128/sparse_features_statistics.npz
coco,truncated,laion__CLIP-ViT-H-14-laion2B-s32B-b79K_text,topk_8192_laion__CLIP-ViT-H-14-laion2B-s32B-b79K_text_k_128,8192,128,8192,6789,128,44.8641,1024,0.00932585,0.159463,17.0991,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_8192_laion__CLIP-ViT-H-14-laion2B-s32B-b79K_text_k_128/sparse_features_statistics.npz
coco,truncated,meta-llama__Llama-3.2-1B-Instruct_text,topk_8192_meta-llama__Llama-3.2-1B-Instruct_text_k_128,8192,128,8192,7231,128,50.4535,2048,0.0123421,0.13002,10.5347,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_8192_meta-llama__Llama-3.2-1B-Instruct_text_k_128/sparse_features_statistics.npz
coco,truncated,meta-llama__Llama-3.2-3B-Instruct_text,topk_8192_meta-llama__Llama-3.2-3B-Instruct_text_k_128,8192,128,8192,7458,128,54.2515,3072,0.0117533,0.143917,12.2448,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_8192_meta-llama__Llama-3.2-3B-Instruct_text_k_128/sparse_features_statistics.npz
coco,truncated,microsoft__beit-base-patch16-224_img,topk_8192_microsoft__beit-base-patch16-224_img_k_128,8192,128,8192,8073,128,110.119,768,0.0186828,0.112873,6.04155,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_8192_microsoft__beit-base-patch16-224_img_k_128/sparse_features_statistics.npz
coco,truncated,microsoft__beit-large-patch16-224_img,topk_8192_microsoft__beit-large-patch16-224_img_k_128,8192,128,8192,8123,128,119.862,1024,0.0190029,0.114191,6.00911,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_8192_microsoft__beit-large-patch16-224_img_k_128/sparse_features_statistics.npz
coco,truncated,nomic-ai__nomic-embed-text-v1.5_text,topk_8192_nomic-ai__nomic-embed-text-v1.5_text_k_128,8192,128,8192,6132,128,37.7788,768,0.0082975,0.158105,19.0545,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_8192_nomic-ai__nomic-embed-text-v1.5_text_k_128/sparse_features_statistics.npz
coco,truncated,nomic-ai__nomic-embed-text-v2-moe_text,topk_8192_nomic-ai__nomic-embed-text-v2-moe_text_k_128,8192,128,8192,6411,128,37.9872,768,0.00847488,0.192248,22.6845,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_8192_nomic-ai__nomic-embed-text-v2-moe_text_k_128/sparse_features_statistics.npz
coco,truncated,openai__clip-vit-base-patch32_img,topk_8192_openai__clip-vit-base-patch32_img_k_128,8192,128,8192,7753,128,37.7607,512,0.0184021,0.128132,6.9629,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_8192_openai__clip-vit-base-patch32_img_k_128/sparse_features_statistics.npz
coco,truncated,openai__clip-vit-base-patch32_text,topk_8192_openai__clip-vit-base-patch32_text_k_128,8192,128,8192,7344,128,42.3718,512,0.00973346,0.147666,15.171,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_8192_openai__clip-vit-base-patch32_text_k_128/sparse_features_statistics.npz
coco,truncated,openai__clip-vit-large-patch14_img,topk_8192_openai__clip-vit-large-patch14_img_k_128,8192,128,8192,7800,128,50.8592,768,0.0189537,0.130877,6.9051,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_8192_openai__clip-vit-large-patch14_img_k_128/sparse_features_statistics.npz
coco,truncated,openai__clip-vit-large-patch14_text,topk_8192_openai__clip-vit-large-patch14_text_k_128,8192,128,8192,7212,128,43.4293,768,0.0104516,0.157168,15.0377,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_8192_openai__clip-vit-large-patch14_text_k_128/sparse_features_statistics.npz
coco,truncated,Qwen__Qwen3-1.7B-Base_text,topk_8192_Qwen__Qwen3-1.7B-Base_text_k_128,8192,128,8192,7394,128,54.701,2048,0.0127484,0.124095,9.73415,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_8192_Qwen__Qwen3-1.7B-Base_text_k_128/sparse_features_statistics.npz
coco,truncated,Qwen__Qwen3-4B-Base_text,topk_8192_Qwen__Qwen3-4B-Base_text_k_128,8192,128,8192,7447,128,52.4017,2560,0.0126204,0.13062,10.3499,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_8192_Qwen__Qwen3-4B-Base_text_k_128/sparse_features_statistics.npz
coco,truncated,BAAI__bge-base-en-v1.5_text,topk_8192_BAAI__bge-base-en-v1.5_text_k_32,8192,32,8192,6501,32,23.293,768,0.0204259,0.334828,16.3923,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_8192_BAAI__bge-base-en-v1.5_text_k_32/sparse_features_statistics.npz
coco,truncated,BAAI__bge-large-en-v1.5_text,topk_8192_BAAI__bge-large-en-v1.5_text_k_32,8192,32,8192,6703,32,24.736,1024,0.0204214,0.331682,16.2419,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_8192_BAAI__bge-large-en-v1.5_text_k_32/sparse_features_statistics.npz
coco,truncated,codefuse-ai__F2LLM-1.7B_text,topk_8192_codefuse-ai__F2LLM-1.7B_text_k_32,8192,32,8192,8128,32,26.8045,2048,0.025685,0.345818,13.4638,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_8192_codefuse-ai__F2LLM-1.7B_text_k_32/sparse_features_statistics.npz
coco,truncated,codefuse-ai__F2LLM-4B_text,topk_8192_codefuse-ai__F2LLM-4B_text_k_32,8192,32,8192,8162,32,28.1283,2560,0.0270543,0.331568,12.2557,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_8192_codefuse-ai__F2LLM-4B_text_k_32/sparse_features_statistics.npz
coco,truncated,facebook__dinov2-base_img,topk_8192_facebook__dinov2-base_img_k_32,8192,32,8192,8182,32,31.8832,768,0.036548,0.254256,6.95678,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_8192_facebook__dinov2-base_img_k_32/sparse_features_statistics.npz
coco,truncated,facebook__dinov2-large_img,topk_8192_facebook__dinov2-large_img_k_32,8192,32,8192,8173,32,31.8982,1024,0.0307982,0.269656,8.75558,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_8192_facebook__dinov2-large_img_k_32/sparse_features_statistics.npz
coco,truncated,facebook__vit-mae-huge_img,topk_8192_facebook__vit-mae-huge_img_k_32,8192,32,8192,7064,32,18.7826,1280,0.0304735,0.153104,5.02419,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_8192_facebook__vit-mae-huge_img_k_32/sparse_features_statistics.npz
coco,truncated,facebook__vit-mae-large_img,topk_8192_facebook__vit-mae-large_img_k_32,8192,32,8192,5320,32,17.9961,1024,0.0371731,0.17026,4.58019,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_8192_facebook__vit-mae-large_img_k_32/sparse_features_statistics.npz
